[2026-09-23 12:06:00 TP0 EP0] Decode batch, #running-req: 24, #full token: 1, full token usage: 0.60, #swa token: 1, swa token usage: 0.00, accept len: 3.5, accept rate: 0.5, cuda graph: True, gen throughput (token/s): 500.00, #queue-req: 0
[2026-09-23 12:07:21 TP0 EP0] Decode batch, #running-req: 30, #full token: 1, full token usage: 0.75, #swa token: 1, swa token usage: 0.00, accept len: 3.5, accept rate: 0.5, cuda graph: True, gen throughput (token/s): 500.00, #queue-req: 0
[2026-09-23 12:07:21 TP0 EP0] Prefill batch, #new-seq: 1, #new-token: 100, #cached-token: 9900, full token usage: 0.75, swa token usage: 0.00, #running-req: 30, #queue-req: 0, #pending-token: 0, cuda graph: False, input throughput (token/s): 1000.0
[2026-09-23 12:07:22 TP0 EP0] Decode batch, #running-req: 30, #full token: 1, full token usage: 0.75, #swa token: 1, swa token usage: 0.00, accept len: 3.5, accept rate: 0.5, cuda graph: True, gen throughput (token/s): 500.00, #queue-req: 0
[2026-09-23 12:07:22 TP0 EP0] Prefill batch, #new-seq: 1, #new-token: 100, #cached-token: 9900, full token usage: 0.75, swa token usage: 0.00, #running-req: 30, #queue-req: 0, #pending-token: 0, cuda graph: False, input throughput (token/s): 1000.0
[2026-09-23 12:07:23 TP0 EP0] Decode batch, #running-req: 30, #full token: 1, full token usage: 0.75, #swa token: 1, swa token usage: 0.00, accept len: 3.5, accept rate: 0.5, cuda graph: True, gen throughput (token/s): 500.00, #queue-req: 0
[2026-09-23 12:07:23 TP0 EP0] Prefill batch, #new-seq: 1, #new-token: 100, #cached-token: 9900, full token usage: 0.75, swa token usage: 0.00, #running-req: 30, #queue-req: 0, #pending-token: 0, cuda graph: False, input throughput (token/s): 1000.0
[2026-09-23 12:07:24 TP0 EP0] Decode batch, #running-req: 30, #full token: 1, full token usage: 0.75, #swa token: 1, swa token usage: 0.00, accept len: 3.5, accept rate: 0.5, cuda graph: True, gen throughput (token/s): 500.00, #queue-req: 0
[2026-09-23 12:07:24 TP0 EP0] Prefill batch, #new-seq: 1, #new-token: 100, #cached-token: 9900, full token usage: 0.75, swa token usage: 0.00, #running-req: 30, #queue-req: 0, #pending-token: 0, cuda graph: False, input throughput (token/s): 1000.0
[2026-09-23 12:07:25 TP0 EP0] Decode batch, #running-req: 30, #full token: 1, full token usage: 0.75, #swa token: 1, swa token usage: 0.00, accept len: 3.5, accept rate: 0.5, cuda graph: True, gen throughput (token/s): 500.00, #queue-req: 0
[2026-09-23 12:07:25 TP0 EP0] Prefill batch, #new-seq: 1, #new-token: 100, #cached-token: 9900, full token usage: 0.75, swa token usage: 0.00, #running-req: 30, #queue-req: 0, #pending-token: 0, cuda graph: False, input throughput (token/s): 1000.0
[2026-09-23 12:07:26 TP0 EP0] Decode batch, #running-req: 30, #full token: 1, full token usage: 0.75, #swa token: 1, swa token usage: 0.00, accept len: 3.5, accept rate: 0.5, cuda graph: True, gen throughput (token/s): 500.00, #queue-req: 0
[2026-09-23 12:07:26 TP0 EP0] Prefill batch, #new-seq: 1, #new-token: 100, #cached-token: 9900, full token usage: 0.75, swa token usage: 0.00, #running-req: 30, #queue-req: 0, #pending-token: 0, cuda graph: False, input throughput (token/s): 1000.0
[2026-09-23 12:07:27 TP0 EP0] Decode batch, #running-req: 30, #full token: 1, full token usage: 0.75, #swa token: 1, swa token usage: 0.00, accept len: 3.5, accept rate: 0.5, cuda graph: True, gen throughput (token/s): 500.00, #queue-req: 0
[2026-09-23 12:07:27 TP0 EP0] Prefill batch, #new-seq: 1, #new-token: 100, #cached-token: 9900, full token usage: 0.75, swa token usage: 0.00, #running-req: 30, #queue-req: 0, #pending-token: 0, cuda graph: False, input throughput (token/s): 1000.0
[2026-09-23 12:07:28 TP0 EP0] Decode batch, #running-req: 30, #full token: 1, full token usage: 0.75, #swa token: 1, swa token usage: 0.00, accept len: 3.5, accept rate: 0.5, cuda graph: True, gen throughput (token/s): 500.00, #queue-req: 0
[2026-09-23 12:07:28 TP0 EP0] Prefill batch, #new-seq: 1, #new-token: 100, #cached-token: 9900, full token usage: 0.75, swa token usage: 0.00, #running-req: 30, #queue-req: 0, #pending-token: 0, cuda graph: False, input throughput (token/s): 1000.0
[2026-09-23 12:07:29 TP0 EP0] Decode batch, #running-req: 30, #full token: 1, full token usage: 0.75, #swa token: 1, swa token usage: 0.00, accept len: 3.5, accept rate: 0.5, cuda graph: True, gen throughput (token/s): 500.00, #queue-req: 0
[2026-09-23 12:07:29 TP0 EP0] Prefill batch, #new-seq: 1, #new-token: 100, #cached-token: 9900, full token usage: 0.75, swa token usage: 0.00, #running-req: 30, #queue-req: 0, #pending-token: 0, cuda graph: False, input throughput (token/s): 1000.0
[2026-09-23 12:08:00 TP0 EP0] Decode batch, #running-req: 32, #full token: 1, full token usage: 0.80, #swa token: 1, swa token usage: 0.00, accept len: 3.5, accept rate: 0.5, cuda graph: True, gen throughput (token/s): 340.00, #queue-req: 0
[2026-09-23 12:08:00 TP0 EP0] Prefill batch, #new-seq: 1, #new-token: 1000, #cached-token: 9000, full token usage: 0.80, swa token usage: 0.00, #running-req: 32, #queue-req: 0, #pending-token: 0, cuda graph: False, input throughput (token/s): 1000.0
[2026-09-23 12:08:01 TP0 EP0] Decode batch, #running-req: 32, #full token: 1, full token usage: 0.80, #swa token: 1, swa token usage: 0.00, accept len: 3.5, accept rate: 0.5, cuda graph: True, gen throughput (token/s): 340.00, #queue-req: 0
[2026-09-23 12:08:01 TP0 EP0] Prefill batch, #new-seq: 1, #new-token: 1000, #cached-token: 9000, full token usage: 0.80, swa token usage: 0.00, #running-req: 32, #queue-req: 0, #pending-token: 0, cuda graph: False, input throughput (token/s): 1000.0
[2026-09-23 12:08:02 TP0 EP0] Decode batch, #running-req: 32, #full token: 1, full token usage: 0.80, #swa token: 1, swa token usage: 0.00, accept len: 3.5, accept rate: 0.5, cuda graph: True, gen throughput (token/s): 340.00, #queue-req: 0
[2026-09-23 12:08:02 TP0 EP0] Prefill batch, #new-seq: 1, #new-token: 1000, #cached-token: 9000, full token usage: 0.80, swa token usage: 0.00, #running-req: 32, #queue-req: 0, #pending-token: 0, cuda graph: False, input throughput (token/s): 1000.0
[2026-09-23 12:08:03 TP0 EP0] Decode batch, #running-req: 32, #full token: 1, full token usage: 0.80, #swa token: 1, swa token usage: 0.00, accept len: 3.5, accept rate: 0.5, cuda graph: True, gen throughput (token/s): 340.00, #queue-req: 0
[2026-09-23 12:08:03 TP0 EP0] Prefill batch, #new-seq: 1, #new-token: 1000, #cached-token: 9000, full token usage: 0.80, swa token usage: 0.00, #running-req: 32, #queue-req: 0, #pending-token: 0, cuda graph: False, input throughput (token/s): 1000.0
[2026-09-23 12:08:04 TP0 EP0] Decode batch, #running-req: 32, #full token: 1, full token usage: 0.80, #swa token: 1, swa token usage: 0.00, accept len: 3.5, accept rate: 0.5, cuda graph: True, gen throughput (token/s): 340.00, #queue-req: 0
[2026-09-23 12:08:04 TP0 EP0] Prefill batch, #new-seq: 1, #new-token: 1000, #cached-token: 9000, full token usage: 0.80, swa token usage: 0.00, #running-req: 32, #queue-req: 0, #pending-token: 0, cuda graph: False, input throughput (token/s): 1000.0
[2026-09-23 12:08:05 TP0 EP0] Decode batch, #running-req: 32, #full token: 1, full token usage: 0.80, #swa token: 1, swa token usage: 0.00, accept len: 3.5, accept rate: 0.5, cuda graph: True, gen throughput (token/s): 340.00, #queue-req: 0
[2026-09-23 12:08:05 TP0 EP0] Prefill batch, #new-seq: 1, #new-token: 1000, #cached-token: 9000, full token usage: 0.80, swa token usage: 0.00, #running-req: 32, #queue-req: 0, #pending-token: 0, cuda graph: False, input throughput (token/s): 1000.0
[2026-09-23 12:08:06 TP0 EP0] Decode batch, #running-req: 32, #full token: 1, full token usage: 0.80, #swa token: 1, swa token usage: 0.00, accept len: 3.5, accept rate: 0.5, cuda graph: True, gen throughput (token/s): 340.00, #queue-req: 0
[2026-09-23 12:08:06 TP0 EP0] Prefill batch, #new-seq: 1, #new-token: 1000, #cached-token: 9000, full token usage: 0.80, swa token usage: 0.00, #running-req: 32, #queue-req: 0, #pending-token: 0, cuda graph: False, input throughput (token/s): 1000.0
[2026-09-23 12:08:07 TP0 EP0] Decode batch, #running-req: 32, #full token: 1, full token usage: 0.80, #swa token: 1, swa token usage: 0.00, accept len: 3.5, accept rate: 0.5, cuda graph: True, gen throughput (token/s): 340.00, #queue-req: 0
[2026-09-23 12:08:07 TP0 EP0] Prefill batch, #new-seq: 1, #new-token: 1000, #cached-token: 9000, full token usage: 0.80, swa token usage: 0.00, #running-req: 32, #queue-req: 0, #pending-token: 0, cuda graph: False, input throughput (token/s): 1000.0
[2026-09-23 12:08:08 TP0 EP0] Decode batch, #running-req: 32, #full token: 1, full token usage: 0.80, #swa token: 1, swa token usage: 0.00, accept len: 3.5, accept rate: 0.5, cuda graph: True, gen throughput (token/s): 340.00, #queue-req: 0
[2026-09-23 12:08:08 TP0 EP0] Prefill batch, #new-seq: 1, #new-token: 1000, #cached-token: 9000, full token usage: 0.80, swa token usage: 0.00, #running-req: 32, #queue-req: 0, #pending-token: 0, cuda graph: False, input throughput (token/s): 1000.0
[2026-09-23 12:08:09 TP0 EP0] Decode batch, #running-req: 32, #full token: 1, full token usage: 0.80, #swa token: 1, swa token usage: 0.00, accept len: 3.5, accept rate: 0.5, cuda graph: True, gen throughput (token/s): 340.00, #queue-req: 0
[2026-09-23 12:08:09 TP0 EP0] Prefill batch, #new-seq: 1, #new-token: 1000, #cached-token: 9000, full token usage: 0.80, swa token usage: 0.00, #running-req: 32, #queue-req: 0, #pending-token: 0, cuda graph: False, input throughput (token/s): 1000.0
[2026-09-23 12:08:10 TP0 EP0] Decode batch, #running-req: 32, #full token: 1, full token usage: 0.80, #swa token: 1, swa token usage: 0.00, accept len: 3.5, accept rate: 0.5, cuda graph: True, gen throughput (token/s): 340.00, #queue-req: 0
[2026-09-23 12:08:10 TP0 EP0] Prefill batch, #new-seq: 1, #new-token: 1000, #cached-token: 9000, full token usage: 0.80, swa token usage: 0.00, #running-req: 32, #queue-req: 0, #pending-token: 0, cuda graph: False, input throughput (token/s): 1000.0
[2026-09-23 12:08:11 TP0 EP0] Decode batch, #running-req: 32, #full token: 1, full token usage: 0.80, #swa token: 1, swa token usage: 0.00, accept len: 3.5, accept rate: 0.5, cuda graph: True, gen throughput (token/s): 340.00, #queue-req: 0
[2026-09-23 12:08:11 TP0 EP0] Prefill batch, #new-seq: 1, #new-token: 1000, #cached-token: 9000, full token usage: 0.80, swa token usage: 0.00, #running-req: 32, #queue-req: 0, #pending-token: 0, cuda graph: False, input throughput (token/s): 1000.0
[2026-09-23 12:08:12 TP0 EP0] Decode batch, #running-req: 32, #full token: 1, full token usage: 0.80, #swa token: 1, swa token usage: 0.00, accept len: 3.5, accept rate: 0.5, cuda graph: True, gen throughput (token/s): 340.00, #queue-req: 0
[2026-09-23 12:08:12 TP0 EP0] Prefill batch, #new-seq: 1, #new-token: 1000, #cached-token: 9000, full token usage: 0.80, swa token usage: 0.00, #running-req: 32, #queue-req: 0, #pending-token: 0, cuda graph: False, input throughput (token/s): 1000.0
[2026-09-23 12:08:13 TP0 EP0] Decode batch, #running-req: 32, #full token: 1, full token usage: 0.80, #swa token: 1, swa token usage: 0.00, accept len: 3.5, accept rate: 0.5, cuda graph: True, gen throughput (token/s): 340.00, #queue-req: 0
[2026-09-23 12:08:13 TP0 EP0] Prefill batch, #new-seq: 1, #new-token: 1000, #cached-token: 9000, full token usage: 0.80, swa token usage: 0.00, #running-req: 32, #queue-req: 0, #pending-token: 0, cuda graph: False, input throughput (token/s): 1000.0
[2026-09-23 12:08:14 TP0 EP0] Decode batch, #running-req: 32, #full token: 1, full token usage: 0.80, #swa token: 1, swa token usage: 0.00, accept len: 3.5, accept rate: 0.5, cuda graph: True, gen throughput (token/s): 340.00, #queue-req: 0
[2026-09-23 12:08:14 TP0 EP0] Prefill batch, #new-seq: 1, #new-token: 1000, #cached-token: 9000, full token usage: 0.80, swa token usage: 0.00, #running-req: 32, #queue-req: 0, #pending-token: 0, cuda graph: False, input throughput (token/s): 1000.0
[2026-09-23 12:08:15 TP0 EP0] Decode batch, #running-req: 32, #full token: 1, full token usage: 0.80, #swa token: 1, swa token usage: 0.00, accept len: 3.5, accept rate: 0.5, cuda graph: True, gen throughput (token/s): 340.00, #queue-req: 0
[2026-09-23 12:08:15 TP0 EP0] Prefill batch, #new-seq: 1, #new-token: 1000, #cached-token: 9000, full token usage: 0.80, swa token usage: 0.00, #running-req: 32, #queue-req: 0, #pending-token: 0, cuda graph: False, input throughput (token/s): 1000.0
[2026-09-23 12:08:16 TP0 EP0] Decode batch, #running-req: 32, #full token: 1, full token usage: 0.80, #swa token: 1, swa token usage: 0.00, accept len: 3.5, accept rate: 0.5, cuda graph: True, gen throughput (token/s): 340.00, #queue-req: 0
[2026-09-23 12:08:16 TP0 EP0] Prefill batch, #new-seq: 1, #new-token: 1000, #cached-token: 9000, full token usage: 0.80, swa token usage: 0.00, #running-req: 32, #queue-req: 0, #pending-token: 0, cuda graph: False, input throughput (token/s): 1000.0
[2026-09-23 12:08:17 TP0 EP0] Decode batch, #running-req: 32, #full token: 1, full token usage: 0.80, #swa token: 1, swa token usage: 0.00, accept len: 3.5, accept rate: 0.5, cuda graph: True, gen throughput (token/s): 340.00, #queue-req: 0
[2026-09-23 12:08:17 TP0 EP0] Prefill batch, #new-seq: 1, #new-token: 1000, #cached-token: 9000, full token usage: 0.80, swa token usage: 0.00, #running-req: 32, #queue-req: 0, #pending-token: 0, cuda graph: False, input throughput (token/s): 1000.0
[2026-09-23 12:08:18 TP0 EP0] Decode batch, #running-req: 32, #full token: 1, full token usage: 0.80, #swa token: 1, swa token usage: 0.00, accept len: 3.5, accept rate: 0.5, cuda graph: True, gen throughput (token/s): 340.00, #queue-req: 0
[2026-09-23 12:08:18 TP0 EP0] Prefill batch, #new-seq: 1, #new-token: 1000, #cached-token: 9000, full token usage: 0.80, swa token usage: 0.00, #running-req: 32, #queue-req: 0, #pending-token: 0, cuda graph: False, input throughput (token/s): 1000.0
[2026-09-23 12:08:19 TP0 EP0] Decode batch, #running-req: 32, #full token: 1, full token usage: 0.80, #swa token: 1, swa token usage: 0.00, accept len: 3.5, accept rate: 0.5, cuda graph: True, gen throughput (token/s): 340.00, #queue-req: 0
[2026-09-23 12:08:19 TP0 EP0] Prefill batch, #new-seq: 1, #new-token: 1000, #cached-token: 9000, full token usage: 0.80, swa token usage: 0.00, #running-req: 32, #queue-req: 0, #pending-token: 0, cuda graph: False, input throughput (token/s): 1000.0
[2026-09-23 12:08:20 TP0 EP0] Decode batch, #running-req: 32, #full token: 1, full token usage: 0.80, #swa token: 1, swa token usage: 0.00, accept len: 3.5, accept rate: 0.5, cuda graph: True, gen throughput (token/s): 340.00, #queue-req: 0
[2026-09-23 12:08:20 TP0 EP0] Prefill batch, #new-seq: 1, #new-token: 1000, #cached-token: 9000, full token usage: 0.80, swa token usage: 0.00, #running-req: 32, #queue-req: 0, #pending-token: 0, cuda graph: False, input throughput (token/s): 1000.0
[2026-09-23 12:08:21 TP0 EP0] Decode batch, #running-req: 32, #full token: 1, full token usage: 0.80, #swa token: 1, swa token usage: 0.00, accept len: 3.5, accept rate: 0.5, cuda graph: True, gen throughput (token/s): 340.00, #queue-req: 0
[2026-09-23 12:08:21 TP0 EP0] Prefill batch, #new-seq: 1, #new-token: 1000, #cached-token: 9000, full token usage: 0.80, swa token usage: 0.00, #running-req: 32, #queue-req: 0, #pending-token: 0, cuda graph: False, input throughput (token/s): 1000.0
[2026-09-23 12:08:22 TP0 EP0] Decode batch, #running-req: 32, #full token: 1, full token usage: 0.80, #swa token: 1, swa token usage: 0.00, accept len: 3.5, accept rate: 0.5, cuda graph: True, gen throughput (token/s): 340.00, #queue-req: 0
[2026-09-23 12:08:22 TP0 EP0] Prefill batch, #new-seq: 1, #new-token: 1000, #cached-token: 9000, full token usage: 0.80, swa token usage: 0.00, #running-req: 32, #queue-req: 0, #pending-token: 0, cuda graph: False, input throughput (token/s): 1000.0
[2026-09-23 12:08:23 TP0 EP0] Decode batch, #running-req: 32, #full token: 1, full token usage: 0.80, #swa token: 1, swa token usage: 0.00, accept len: 3.5, accept rate: 0.5, cuda graph: True, gen throughput (token/s): 340.00, #queue-req: 0
[2026-09-23 12:08:23 TP0 EP0] Prefill batch, #new-seq: 1, #new-token: 1000, #cached-token: 9000, full token usage: 0.80, swa token usage: 0.00, #running-req: 32, #queue-req: 0, #pending-token: 0, cuda graph: False, input throughput (token/s): 1000.0
[2026-09-23 12:08:24 TP0 EP0] Decode batch, #running-req: 32, #full token: 1, full token usage: 0.80, #swa token: 1, swa token usage: 0.00, accept len: 3.5, accept rate: 0.5, cuda graph: True, gen throughput (token/s): 340.00, #queue-req: 0
[2026-09-23 12:08:24 TP0 EP0] Prefill batch, #new-seq: 1, #new-token: 1000, #cached-token: 9000, full token usage: 0.80, swa token usage: 0.00, #running-req: 32, #queue-req: 0, #pending-token: 0, cuda graph: False, input throughput (token/s): 1000.0
[2026-09-23 12:08:25 TP0 EP0] Decode batch, #running-req: 32, #full token: 1, full token usage: 0.80, #swa token: 1, swa token usage: 0.00, accept len: 3.5, accept rate: 0.5, cuda graph: True, gen throughput (token/s): 340.00, #queue-req: 0
[2026-09-23 12:08:25 TP0 EP0] Prefill batch, #new-seq: 1, #new-token: 1000, #cached-token: 9000, full token usage: 0.80, swa token usage: 0.00, #running-req: 32, #queue-req: 0, #pending-token: 0, cuda graph: False, input throughput (token/s): 1000.0
[2026-09-23 12:08:26 TP0 EP0] Decode batch, #running-req: 32, #full token: 1, full token usage: 0.80, #swa token: 1, swa token usage: 0.00, accept len: 3.5, accept rate: 0.5, cuda graph: True, gen throughput (token/s): 340.00, #queue-req: 0
[2026-09-23 12:08:26 TP0 EP0] Prefill batch, #new-seq: 1, #new-token: 1000, #cached-token: 9000, full token usage: 0.80, swa token usage: 0.00, #running-req: 32, #queue-req: 0, #pending-token: 0, cuda graph: False, input throughput (token/s): 1000.0
[2026-09-23 12:08:27 TP0 EP0] Decode batch, #running-req: 32, #full token: 1, full token usage: 0.80, #swa token: 1, swa token usage: 0.00, accept len: 3.5, accept rate: 0.5, cuda graph: True, gen throughput (token/s): 340.00, #queue-req: 0
[2026-09-23 12:08:27 TP0 EP0] Prefill batch, #new-seq: 1, #new-token: 1000, #cached-token: 9000, full token usage: 0.80, swa token usage: 0.00, #running-req: 32, #queue-req: 0, #pending-token: 0, cuda graph: False, input throughput (token/s): 1000.0
[2026-09-23 12:08:28 TP0 EP0] Decode batch, #running-req: 32, #full token: 1, full token usage: 0.80, #swa token: 1, swa token usage: 0.00, accept len: 3.5, accept rate: 0.5, cuda graph: True, gen throughput (token/s): 340.00, #queue-req: 0
[2026-09-23 12:08:28 TP0 EP0] Prefill batch, #new-seq: 1, #new-token: 1000, #cached-token: 9000, full token usage: 0.80, swa token usage: 0.00, #running-req: 32, #queue-req: 0, #pending-token: 0, cuda graph: False, input throughput (token/s): 1000.0
[2026-09-23 12:08:29 TP0 EP0] Decode batch, #running-req: 32, #full token: 1, full token usage: 0.80, #swa token: 1, swa token usage: 0.00, accept len: 3.5, accept rate: 0.5, cuda graph: True, gen throughput (token/s): 340.00, #queue-req: 0
[2026-09-23 12:08:29 TP0 EP0] Prefill batch, #new-seq: 1, #new-token: 1000, #cached-token: 9000, full token usage: 0.80, swa token usage: 0.00, #running-req: 32, #queue-req: 0, #pending-token: 0, cuda graph: False, input throughput (token/s): 1000.0
[2026-09-23 12:08:00 TP0 EP0] Decode batch, #running-req: 34, #full token: 1, full token usage: 0.85, #swa token: 1, swa token usage: 0.00, accept len: 3.5, accept rate: 0.5, cuda graph: True, gen throughput (token/s): 340.00, #queue-req: 0
[2026-09-23 12:08:00 TP0 EP0] Prefill batch, #new-seq: 1, #new-token: 1000, #cached-token: 9000, full token usage: 0.85, swa token usage: 0.00, #running-req: 34, #queue-req: 0, #pending-token: 0, cuda graph: False, input throughput (token/s): 1000.0
[2026-09-23 12:08:01 TP0 EP0] Decode batch, #running-req: 34, #full token: 1, full token usage: 0.85, #swa token: 1, swa token usage: 0.00, accept len: 3.5, accept rate: 0.5, cuda graph: True, gen throughput (token/s): 340.00, #queue-req: 0
[2026-09-23 12:08:01 TP0 EP0] Prefill batch, #new-seq: 1, #new-token: 1000, #cached-token: 9000, full token usage: 0.85, swa token usage: 0.00, #running-req: 34, #queue-req: 0, #pending-token: 0, cuda graph: False, input throughput (token/s): 1000.0
[2026-09-23 12:08:02 TP0 EP0] Decode batch, #running-req: 34, #full token: 1, full token usage: 0.85, #swa token: 1, swa token usage: 0.00, accept len: 3.5, accept rate: 0.5, cuda graph: True, gen throughput (token/s): 340.00, #queue-req: 0
[2026-09-23 12:08:02 TP0 EP0] Prefill batch, #new-seq: 1, #new-token: 1000, #cached-token: 9000, full token usage: 0.85, swa token usage: 0.00, #running-req: 34, #queue-req: 0, #pending-token: 0, cuda graph: False, input throughput (token/s): 1000.0
[2026-09-23 12:08:03 TP0 EP0] Decode batch, #running-req: 34, #full token: 1, full token usage: 0.85, #swa token: 1, swa token usage: 0.00, accept len: 3.5, accept rate: 0.5, cuda graph: True, gen throughput (token/s): 340.00, #queue-req: 0
[2026-09-23 12:08:03 TP0 EP0] Prefill batch, #new-seq: 1, #new-token: 1000, #cached-token: 9000, full token usage: 0.85, swa token usage: 0.00, #running-req: 34, #queue-req: 0, #pending-token: 0, cuda graph: False, input throughput (token/s): 1000.0
[2026-09-23 12:08:04 TP0 EP0] Decode batch, #running-req: 34, #full token: 1, full token usage: 0.85, #swa token: 1, swa token usage: 0.00, accept len: 3.5, accept rate: 0.5, cuda graph: True, gen throughput (token/s): 340.00, #queue-req: 0
[2026-09-23 12:08:04 TP0 EP0] Prefill batch, #new-seq: 1, #new-token: 1000, #cached-token: 9000, full token usage: 0.85, swa token usage: 0.00, #running-req: 34, #queue-req: 0, #pending-token: 0, cuda graph: False, input throughput (token/s): 1000.0
[2026-09-23 12:08:05 TP0 EP0] Decode batch, #running-req: 34, #full token: 1, full token usage: 0.85, #swa token: 1, swa token usage: 0.00, accept len: 3.5, accept rate: 0.5, cuda graph: True, gen throughput (token/s): 340.00, #queue-req: 0
[2026-09-23 12:08:05 TP0 EP0] Prefill batch, #new-seq: 1, #new-token: 1000, #cached-token: 9000, full token usage: 0.85, swa token usage: 0.00, #running-req: 34, #queue-req: 0, #pending-token: 0, cuda graph: False, input throughput (token/s): 1000.0
[2026-09-23 12:08:06 TP0 EP0] Decode batch, #running-req: 34, #full token: 1, full token usage: 0.85, #swa token: 1, swa token usage: 0.00, accept len: 3.5, accept rate: 0.5, cuda graph: True, gen throughput (token/s): 340.00, #queue-req: 0
[2026-09-23 12:08:06 TP0 EP0] Prefill batch, #new-seq: 1, #new-token: 1000, #cached-token: 9000, full token usage: 0.85, swa token usage: 0.00, #running-req: 34, #queue-req: 0, #pending-token: 0, cuda graph: False, input throughput (token/s): 1000.0
[2026-09-23 12:08:07 TP0 EP0] Decode batch, #running-req: 34, #full token: 1, full token usage: 0.85, #swa token: 1, swa token usage: 0.00, accept len: 3.5, accept rate: 0.5, cuda graph: True, gen throughput (token/s): 340.00, #queue-req: 0
[2026-09-23 12:08:07 TP0 EP0] Prefill batch, #new-seq: 1, #new-token: 1000, #cached-token: 9000, full token usage: 0.85, swa token usage: 0.00, #running-req: 34, #queue-req: 0, #pending-token: 0, cuda graph: False, input throughput (token/s): 1000.0
[2026-09-23 12:08:08 TP0 EP0] Decode batch, #running-req: 34, #full token: 1, full token usage: 0.85, #swa token: 1, swa token usage: 0.00, accept len: 3.5, accept rate: 0.5, cuda graph: True, gen throughput (token/s): 340.00, #queue-req: 0
[2026-09-23 12:08:08 TP0 EP0] Prefill batch, #new-seq: 1, #new-token: 1000, #cached-token: 9000, full token usage: 0.85, swa token usage: 0.00, #running-req: 34, #queue-req: 0, #pending-token: 0, cuda graph: False, input throughput (token/s): 1000.0
[2026-09-23 12:08:09 TP0 EP0] Decode batch, #running-req: 34, #full token: 1, full token usage: 0.85, #swa token: 1, swa token usage: 0.00, accept len: 3.5, accept rate: 0.5, cuda graph: True, gen throughput (token/s): 340.00, #queue-req: 0
[2026-09-23 12:08:09 TP0 EP0] Prefill batch, #new-seq: 1, #new-token: 1000, #cached-token: 9000, full token usage: 0.85, swa token usage: 0.00, #running-req: 34, #queue-req: 0, #pending-token: 0, cuda graph: False, input throughput (token/s): 1000.0
[2026-09-23 12:08:10 TP0 EP0] Decode batch, #running-req: 34, #full token: 1, full token usage: 0.85, #swa token: 1, swa token usage: 0.00, accept len: 3.5, accept rate: 0.5, cuda graph: True, gen throughput (token/s): 340.00, #queue-req: 0
[2026-09-23 12:08:10 TP0 EP0] Prefill batch, #new-seq: 1, #new-token: 1000, #cached-token: 9000, full token usage: 0.85, swa token usage: 0.00, #running-req: 34, #queue-req: 0, #pending-token: 0, cuda graph: False, input throughput (token/s): 1000.0
[2026-09-23 12:08:11 TP0 EP0] Decode batch, #running-req: 34, #full token: 1, full token usage: 0.85, #swa token: 1, swa token usage: 0.00, accept len: 3.5, accept rate: 0.5, cuda graph: True, gen throughput (token/s): 340.00, #queue-req: 0
[2026-09-23 12:08:11 TP0 EP0] Prefill batch, #new-seq: 1, #new-token: 1000, #cached-token: 9000, full token usage: 0.85, swa token usage: 0.00, #running-req: 34, #queue-req: 0, #pending-token: 0, cuda graph: False, input throughput (token/s): 1000.0
[2026-09-23 12:08:12 TP0 EP0] Decode batch, #running-req: 34, #full token: 1, full token usage: 0.85, #swa token: 1, swa token usage: 0.00, accept len: 3.5, accept rate: 0.5, cuda graph: True, gen throughput (token/s): 340.00, #queue-req: 0
[2026-09-23 12:08:12 TP0 EP0] Prefill batch, #new-seq: 1, #new-token: 1000, #cached-token: 9000, full token usage: 0.85, swa token usage: 0.00, #running-req: 34, #queue-req: 0, #pending-token: 0, cuda graph: False, input throughput (token/s): 1000.0
[2026-09-23 12:08:13 TP0 EP0] Decode batch, #running-req: 34, #full token: 1, full token usage: 0.85, #swa token: 1, swa token usage: 0.00, accept len: 3.5, accept rate: 0.5, cuda graph: True, gen throughput (token/s): 340.00, #queue-req: 0
[2026-09-23 12:08:13 TP0 EP0] Prefill batch, #new-seq: 1, #new-token: 1000, #cached-token: 9000, full token usage: 0.85, swa token usage: 0.00, #running-req: 34, #queue-req: 0, #pending-token: 0, cuda graph: False, input throughput (token/s): 1000.0
[2026-09-23 12:08:14 TP0 EP0] Decode batch, #running-req: 34, #full token: 1, full token usage: 0.85, #swa token: 1, swa token usage: 0.00, accept len: 3.5, accept rate: 0.5, cuda graph: True, gen throughput (token/s): 340.00, #queue-req: 0
[2026-09-23 12:08:14 TP0 EP0] Prefill batch, #new-seq: 1, #new-token: 1000, #cached-token: 9000, full token usage: 0.85, swa token usage: 0.00, #running-req: 34, #queue-req: 0, #pending-token: 0, cuda graph: False, input throughput (token/s): 1000.0
[2026-09-23 12:08:15 TP0 EP0] Decode batch, #running-req: 34, #full token: 1, full token usage: 0.85, #swa token: 1, swa token usage: 0.00, accept len: 3.5, accept rate: 0.5, cuda graph: True, gen throughput (token/s): 340.00, #queue-req: 0
[2026-09-23 12:08:15 TP0 EP0] Prefill batch, #new-seq: 1, #new-token: 1000, #cached-token: 9000, full token usage: 0.85, swa token usage: 0.00, #running-req: 34, #queue-req: 0, #pending-token: 0, cuda graph: False, input throughput (token/s): 1000.0
[2026-09-23 12:08:16 TP0 EP0] Decode batch, #running-req: 34, #full token: 1, full token usage: 0.85, #swa token: 1, swa token usage: 0.00, accept len: 3.5, accept rate: 0.5, cuda graph: True, gen throughput (token/s): 340.00, #queue-req: 0
